readable_name,name,country_specific_code,country_2_letter
Gerasa,Γεράσα,5105,CY
Gerash,گراش,0727,IR
Gerbesch,Grebenișu de Câmpie,117275,RO
Gercüş,Gercüş,721345,TR
Gerede,Gerede,141346,TR
Gereida,Gereida,1518,SD
Gerečja Vas,Gerečja vas,159002,SI
Gerga,مركز جرجا,2610,EG
Gerga City,قسم مدينه جرجا,2609,EG
Gergebil'skiy municipal'nyy rayon,Гергебильский муниципальный район,82213,RU
Gergen,Sfântu Gheorghe,063394,RO
Gerger,Gerger,021347,TR
Geri,Γέρι,1024,CY
Gerlinci,Gerlinci,152003,SI
German,German,03011,IM
German Busch Province,Germán Busch,0714,BO
German Jordan Province,Germán Jordán,0308,BO
Germasogeia,Γερμασόγεια,5013,CY
Germencik,Germencik,091348,TR
Germersheim,LK Germersheim,07334,DE
Gernyeszeg,Gornești,117177,RO
Gero-shi,下呂市,212202,JP
Gerolakkos,Γερόλακκος,1245,CY
Geroskipou,Γεροσκήπου,6010,CY
Gerovasa (Trozena),Γεροβάσα (Τρόζενα),5321,CY
Gers,Gers,FR-32,FR
Gert Sibande District,Gert Sibande,DC30,ZA
Gerze,Gerze,571349,TR
Geršiči,Geršiči,073018,SI
Gesarling Gewog,Gesarling,1304,BT
Gespreng,Șpring,007945,RO
Getena Gewog,Getana,1208,BT
Getulina,Getulina,3517000,BR
Getúlio Vargas,Getúlio Vargas,4308904,BR
Geumcheon-gu,금천구,11545,KR
Geumjeong-gu,금정구,26410,KR
Geumsan-gun,금산군,44710,KR
Gevaş,Gevaş,651350,TR
Geyve,Geyve,541351,TR
Gezawa,Gezawa,2017,NG
Gezzam,In Guezzam,DZ041006,DZ
Ghabou,قابو,103,MR
Ghadeer,Ghadeer,0817,SD
Ghajnsielem,Għajnsielem,02622,MT
Ghala Nefhi Subregion,Galanefhi,504,ER
Ghaleh-Ganj,قلعه گنج,2118,IR
Ghamr,غمر,2204,YE
Ghanouch,غنوش,5154,TN
Ghar El Meleh,غار الملح,1761,TN
Gharb,Għarb,02623,MT
Gharb Bara,Gharb Bara,1110,SD
Gharb Jabal Marrah,Gharb Jabal Marrah,1413,SD
Ghardaia,Ghardaia,DZ020007,DZ
Ghardimaou,غار الدماء,2257,TN
Gharghur,Ħal Għargħur,01524,MT
Gharrous,Gharrous,DZ026021,DZ
Ghaser-e Ghand,قصرقند,1135,IR
Ghasri,Għasri,02625,MT
Ghassira,Ghassira,DZ006021,DZ
Ghassoul,Ghassoul,DZ017013,DZ
Ghaxaq,Ħal Għaxaq,01326,MT
Ghayl Bawazir,غيل باوزير,1917,YE
Ghayl Bin Yamin,غيل بن يمين,1916,YE
Ghazaouet,Ghazaouet,DZ048028,DZ
Ghazi Abad,غازی آباد,1511,AF
Ghaziabad,Ghaziabad,145,IN
Ghazipur,Ghazipur,146,IN
Ghazni,غزنی,1101,AF
Ghebala,Chebbala Milat,DZ023006,DZ
Ghela'elo Subregion,Ghelaelo,605,ER
Ghelari,Ghelari,086883,RO
Ghelăuza,Ghelăuza,8016000,MD
Gheorghe Doja,Gheorghe Doja,093600,RO
Gheorghe Lazăr,Gheorghe Lazăr,093628,RO
Gheorgheni,Gheorgheni,083561,RO
Ghercești,Ghercești,072409,RO
Ghergheasa,Ghergheasa,046830,RO
Gherghești,Gherghești,163967,RO
Gherghița,Gherghița,133429,RO
Gherla,Gherla,055384,RO
Gherouaou,Guerrouaou,DZ010015,DZ
Gherăești,Gherăești,122668,RO
Gherăseni,Gherăseni,046803,RO
Gherța Mică,Gherța Mică,137746,RO
Ghetlova,Ghetlova,6421000,MD
Ghezala,غزالة,1757,TN
Ghidfalău,Ghidfalău,064345,RO
Ghidici,Ghidici,074907,RO
Ghidigeni,Ghidigeni,076406,RO
Ghidighici,Ghidighici,0125000,MD
Ghidirim,Ghidirim,9836000,MD
Ghiduleni,Ghiduleni,6715000,MD
Ghilad,Ghilad,159400,RO
Ghilassa,Ghilassa,DZ011017,DZ
Ghiliceni,Ghiliceni,8921000,MD
Ghimbav,Ghimbav,040214,RO
Ghimeș-Făget,Ghimeș-Făget,022718,RO
Ghimpați,Ghimpați,103238,RO
Ghimpețeni,Ghimpețeni,130311,RO
Ghinda Subregion,Ghinda,606,ER
Ghindari,Ghindari,117042,RO
Ghindeni,Ghindeni,074915,RO
Ghindești,Ghindești,4502000,MD
Ghindești,Ghindești,4523000,MD
Ghindăoani,Ghindăoani,125114,RO
Ghindărești,Ghindărești,061826,RO
Ghioroc,Ghioroc,010872,RO
Ghioroiu,Ghioroiu,170097,RO
Ghiroda,Ghiroda,155289,RO
Ghizela,Ghizela,157193,RO
Ghomrassen,غمراسن,5355,TN
Ghorak,غورک,2709,AF
Ghorband,غوربند,0307,AF
Ghormach,غورماچ,3107,AF
Ghornata,غرناطه,119,KW
Ghoryan,غوریان,3211,AF
Ghraiba,الغريبة,3462,TN
Ghriss,Ghriss,DZ026022,DZ
Ghubaish,Ghubaish,1103,SD
Ghumauney,Yoeseltse,2208,BT
Giade,Giade,0509,NG
Giaginskiy municipal'nyy rayon,Гиагинский муниципальный район,79205,RU
Gialia,Γιαλιά,6364,CY
Gianyar,Gianyar,5104,ID
Giarmata,Giarmata,157246,RO
Gibara,Gibara,3201,CU
Gibeon Constituency,Gibeon,1207,NA
Gibi District,Gibi,0902,LR
Gibina,Gibina,176001,SI
Gibina,Gibina,182002,SI
Gibson County,Gibson,18051,US
Gibson County,Gibson,47053,US
Gicumbi,Gicumbi,45,RW
Gier,Giera,157273,RO
Giessen (district),LK Gießen,06531,DE
Gifhorn,LK Gifhorn,03151,DE
Gifu-shi,岐阜市,212016,JP
Gigante,Gigante,41306,CO
Gighera,Gighera,072463,RO
Gijang-gun,기장군,26710,KR
Gila County,Gila,04007,US
Gilan-e-Gharb,گيلانغرب,2213,IR
Gilbues,Gilbués,2204402,BR
Gilchrist County,Gilchrist,12041,US
Gildeskål,Gildeskål,1838,NO
Gile District,Gile,04004,MZ
Giles County,Giles,47055,US
Giles County,Giles,51071,US
Gilgal,Gilgal,212,SZ
Gilgandra,Gilgandra,12950,AU
Gilgil,Gilgil,850,KE
Gilgit,گلگت,832,PK
Gillespie County,Gillespie,48171,US
Gilliam County,Gilliam,41021,US
Gilman,Gilman,110,FM
Gilmer County,Gilmer,13123,US
Gilmer County,Gilmer,54021,US
Gilpin County,Gilpin,08047,US
Gilze en Rijen,Gilze en Rijen,0784,NL
Gimcheon-si,김천시,47150,KR
Gimhae-si,김해시,48250,KR
Gimje-si,김제시,45210,KR
Gimpo-si,김포시,41570,KR
Ginan-cho,岐南町,213021,JP
Ginebra,Ginebra,76306,CO
Gingin council,Gingin,53570,AU
Ginowan-shi,宜野湾市,472051,JP
Ginoza-son,宜野座村,473138,JP
Giolou,Γιόλου,6331,CY
Gipuzkoa,Gipuzkoa,20,ES
Gir Somnath district,Gir Somnath,675,IN
Giraldo,Giraldo,05306,CO
Girardot,Girardot,25307,CO
Girardot,Girardot,0503,VE
Girardot,Girardot,0903,VE
Girardota,Girardota,05308,CO
Girau do Ponciano,Girau do Ponciano,2702900,BR
Girbova,Gîrbova,6216000,MD
Girei,Girei,0204,NG
Giresun,Giresun,281352,TR
Giridih (India : District),Giridih,329,IN
Girișu de Criș,Girișu de Criș,029467,RO
Giro,گیرو,1112,AF
Giroc,Giroc,155314,RO
Giron,Girón,68307,CO
Giron Canton,Girón,0102,EC
Girona Province,Girona,17,ES
Girov,Girov,122702,RO
Girua,Giruá,4309001,BR
Gisagara District,Gisagara,22,RW
Gisca,Gîsca,2722000,MD
Giske,Giske,1532,NO
Gislaved Municipality,Gislaved,0662,SE
Gitega,Gitega,0706,BI
Githunguri,Githunguri,849,KE
Giubega,Giubega,072506,RO
Giulești,Giulești,108151,RO
Giurgeni,Giurgeni,093646,RO
Giurgevo,Giurgiu,100521,RO
Giurgiuleşti,Giurgiulești,1727000,MD
Giurgița,Giurgița,072533,RO
Giuvărăști,Giuvărăști,127126,RO
Giwa,Giwa,1903,NG
Giyan,گیان,1215,AF
Giza,مركز الجيزه,1009,EG
Giza City,قسم الجيزه,2104,EG
Gizab,گیزاب,2507,AF
Gizo,Gizo,0211,SB
Giżycko County,powiat giżycki,2806,PL
Gjakova,Gjakovë,02,XK
Gjakovë,Ђаковица,90085,RS
Gjemnes,Gjemnes,1557,NO
Gjerdrum,Gjerdrum,3230,NO
Gjerstad,Gjerstad,4211,NO
Gjesdal,Gjesdal,1122,NO
Gjilan,Гњилане,90042,RS
Gjilan,Gjilan,04,XK
Gjøvik,Gjøvik,3407,NO
Glacier County,Glacier,30035,US
Glacilandia,Glaucilândia,3127354,BR
Glades County,Glades,12043,US
Gladloka,Gladloka,165012,SI
Gladomes,Gladomes,113023,SI
Gladsaxe,Gladsaxe,159,DK
Gladstone,Gladstone,33360,AU
Gladwin County,Gladwin,26051,US
Glamorgan Spring Bay Council,Glamorgan-Spring Bay,62410,AU
Glaro District,Glaro,1403,LR
Glascock County,Glascock,13125,US
Glasgow,Glasgow City,S12000049,GB
Glasscock County,Glasscock,48173,US
Glavinitsa,Главиница,SLS07,BG
Glazoue,Glazoué,053,BJ
Glazovskiy municipal'nyy rayon,Глазовский муниципальный район,94210,RU
Glazunovskiy municipal'nyy rayon,Глазуновский муниципальный район,54210,RU
Glažuta,Glažuta,066003,SI
Gldani,გლდანი,0103,GE
Gleiwitz,Gliwice,2466,PL
Glem,Glem,050029,SI
Glen Innes Council,Glen Innes Severn,13010,AU
Glenelg,Glenelg,22410,AU
Glenn County,Glenn,06021,US
Glenties,Glenties,4415002,IE
Glicerio,Glicério,3517109,BR
Gligeni,Glinjeni,8319000,MD
Glimboca,Glimboca,052936,RO
Glina,Glina,01210,HR
Glina,Glina,179347,RO
Glina,Glina,150005,SI
Glinek,Glinek,123003,SI
Glinek,Glinek,212005,SI
Glinje,Glinje,012008,SI
Glinje,Glinje,151003,SI
Glinjeni,Glinjeni,4318000,MD
Glinkovskiy municipal'nyy rayon,Глинковский муниципальный район,66209,RU
Glinoye,Hlinaia,9842000,MD
Glinsko,Glinsko,011005,SI
Glio-Twarbo,Glio-Twarbo,0605,LR
Gliwice County,powiat gliwicki,2405,PL
Gllogoc,Глоговац,90034,RS
Globel,Globel,179003,SI
Globoka,Globoka,063019,SI
Globoko,Globoko,009039,SI
Globoko,Globoko,057013,SI
Globoko,Globoko,102010,SI
Globoko ob Dravinji,Globoko ob Dravinji,200003,SI
Globoko pri Šmarju,Globoko pri Šmarju,124019,SI
Globočdol,Globočdol,170006,SI
Globoče,Globoče,139015,SI
Globočice,Globočice,009038,SI
Globočice pri Kostanjevici,Globočice pri Kostanjevici,197008,SI
Glockendorf,Hidișelu de Sus,029519,RO
Glodeanu Sărat,Glodeanu Sărat,046867,RO
Glodeanu-Siliștea,Glodeanu-Siliștea,046910,RO
Glodeni,Glodeni,4801000,MD
Glodeni,Glodeni,067522,RO
Glodeni,Glodeni,117113,RO
Glogov Brod,Glogov Brod,009040,SI
Glogova,Glogova,080365,RO
Glogovica,Glogovica,039024,SI
Glogovác,Vladimirescu,009397,RO
Gloppen,Gloppen,4650,NO
Gloria de Dourados,Glória de Dourados,5004007,BR
Gloria do Goita,Glória do Goitá,2606101,BR
Glorinha,Glorinha,4309050,BR
Glostrup Municipality,Glostrup,161,DK
Gloucester County,Gloucester,34015,US
Gloucester County,Gloucester,51073,US
Gloucestershire,Gloucestershire,E10000013,GB
Glubokoe audany,Глубокое ауданы,6340,KZ
Glubokskiy,Глубокский,2215,BY
Glushkovskiy municipal'nyy rayon,Глушковский муниципальный район,38204,RU
Glusskiy,Глусский,7217,BY
Glykà Nerà,Kağıthane,341810,TR
Glynn County,Glynn,13127,US
Glória,Glória,2911402,BR
Glăvile,Glăvile,170168,RO
Glăvănești,Glăvănești,022834,RO
Glūda Parish,Glūdas pagasts,0030420,LV
Gmajna,Gmajna,054047,SI
Gmajna,Gmajna,112002,SI
Gmajnica,Gmajnica,164002,SI
Gmunden District,Gmunden,407,AT
Gmünd District,Gmünd,309,AT
Gnagna Province,Gnagna,081,BF
Gnesta Municipality,Gnesta,0461,SE
Gniezno County,powiat gnieźnieński,3003,PL
Gnosjö Municipality,Gnosjö,0617,SE
Gnowangerup council,Gnowangerup,53640,AU
Goalpara district,Goalpara,287,IN
Goascorán,Goascorán,1706,HN
Gobabis Constituency,Gobabis,1004,NA
Gobnik,Gobnik,060022,SI
Gobou-shi,御坊市,302058,JP
Gobovce,Gobovce,082003,SI
Gochang-gun,고창군,45790,KR
Godda district,Godda,330,IN
Gode Zone,Shabelle,0507,ET
Godeanu,Godeanu,111818,RO
Godech,Годеч,SFO09,BG
Godemarci,Godemarci,063020,SI
Godeni,Godeni,016551,RO
Godeninci,Godeninci,202001,SI
Godešič,Godešič,122017,SI
Godinești,Godinești,080427,RO
Godič,Godič,043014,SI
Godičevo,Godičevo,150006,SI
Godnje,Godnje,111011,SI
Godofredo Viana,Godofredo Viana,2104305,BR
Godovič,Godovič,036004,SI
Godoy Cruz Department,Godoy Cruz,50021,AR
Godoy Moreira,Godoy Moreira,4108551,BR
Goenkhamae,Khamaed,1401,BT
Goenkhatoe,Khatoed,1402,BT
Goenshari Gewog,Goenshari,2004,BT
Goes,Goes,0664,NL
Goesan-gun,괴산군,43760,KR
Goesdorf,Goesdorf,0804,LU
Gofa Zuria,Gofa,0715,ET
Gogebic County,Gogebic,26053,US
Gogne Subregion,Gogne,405,ER
Gogounou,Gogounou,012,BJ
Gogoșari,Gogoșari,103309,RO
Gogoșu,Gogoșu,072604,RO
Gogoșu,Gogoșu,111863,RO
Gogrial East County,Gogrial East,1401,SS
Gogrial West County,Gogrial West,1402,SS
Goheung-gun,고흥군,46770,KR
Gohor,Gohor,076497,RO
Goiabeira,Goiabeira,3127370,BR
Goian,Goian,9837000,MD
Goiana,Goiana,2606200,BR
Goiana,Goianá,3127388,BR
Goianapolis,Goianápolis,5208400,BR
Goiandira,Goiandira,5208509,BR
Goianesia,Goianésia,5208608,BR
Goiania,Goiânia,5208707,BR
Goianinha,Goianinha,2404200,BR
Goianira,Goianira,5208806,BR
Goianorte,Goianorte,1708304,BR
Goianésia do Pará,Goianésia do Pará,1503093,BR
Goiatins,Goiatins,1709005,BR
Goiatuba,Goiatuba,5209101,BR
Goicea,Goicea,072640,RO
Goicoechea,Goicoechea,108,CR
Goiești,Goiești,072677,RO
Goilala District,Goilala,0302,PG
Goioere,Goioerê,4108601,BR
Goioxim,Goioxim,4108650,BR
Goirle,Goirle,0785,NL
Gois Municipality,Góis,0606,PT
Gojače,Gojače,001013,SI
Gojou-shi,五條市,292079,JP
Gojoume-machi,五城目町,053619,JP
Goka-machi,五霞町,085421,JP
Gokana,Gokana,3312,NG
Gokase-cho,五ヶ瀬町,454435,JP
Gokseong-gun,곡성군,46720,KR
Gokwe North District,Gokwe North,102,ZW
Gokwe South District,Gokwe South,103,ZW
Gokwe centre,Gokwe South Urban,004,ZW
Gol,Gol,3324,NO
Gola,Gola,01228,HR
Gola Konneh,Golakonneh,0502,LR
Golac,Golac,035006,SI
Golaghat district,Golaghat,288,IN
Golan,גולן,29,IL
Golavabuka,Golavabuka,112003,SI
Golbahar,گلبهار,0944,IR
Golden Plains,Golden Plains,22490,AU
Golden Valley County,Golden Valley,30037,US
Golden Valley County,Golden Valley,38033,US
Goldenbach,Uricani,087139,RO
Goldingen,Kuldīga,0033200,LV
Golegã,Golegã,1412,PT
Golek,Golek,017036,SI
Golek,Golek,054048,SI
Golek pri Vinici,Golek pri Vinici,017037,SI
Goleni,Goleni,4124000,MD
Goleniow County,powiat goleniowski,3204,PL
Golești,Golești,170220,RO
Golești,Golești,174824,RO
Golfe,Golfe,32,TG
Golfito,Golfito,607,CR
Goli Vrh,Goli Vrh,027016,SI
Goli Vrh,Goli Vrh,054049,SI
Goliad County,Goliad,48175,US
Golica,Golica,146004,SI
Golice,Golice,043015,SI
Goliševa Parish,Goliševas pagasts,0037440,LV
Golišče,Golišče,060023,SI
Goljek,Goljek,130051,SI
Goljevica,Goljevica,044020,SI
Golnik,Golnik,052007,SI
Golo,Golo,037003,SI
Golo Brdo,Golo Brdo,007014,SI
Golo Brdo,Golo Brdo,071005,SI
Golobinjek,Golobinjek,170007,SI
Golobinjek ob Sotli,Golobinjek ob Sotli,092006,SI
Golobinjek pri Planini,Golobinjek pri Planini,120020,SI
Gologanu,Gologanu,178938,RO
Golpayegan,گلپايگان,0418,IR
Golshan,گلشن,1622,IR
Golub-Dobrzyń County,powiat golubsko-dobrzyński,0405,PL
Golubac,Голубац,70475,RS
Goluj District,Omhajer,406,ER
Golungo Alto,Golungo Alto,06006,AO
Golušnik,Golušnik,085053,SI
Golăiești,Golăiești,097090,RO
Golčaj,Golčaj,068009,SI
Golče,Golče,142014,SI
Goma,Goma,6110,CD
Goma Tsé-Tsé,Goma Tsé-Tsé,1102,CG
Gomal,گومل,1208,AF
Gomati district,Gomati,654,IN
Gomba,Gomba,6002,UG
Gombe,Gombe,1013,CD
Gombe,Gombe,1606,NG
Gombi,Gombi,0205,NG
Gombišče,Gombišče,130052,SI
Gomdar Gewog,Gomdar,2102,BT
Gomel,Гомель,3401,BY
Gomelskiy,Гомельский,3210,BY
Gomez Farias Municipality,Gómez Farías,08025,MX
Gomez Farias Municipality,Gómez Farías,14079,MX
Gomez Farias Municipality,Gómez Farías,28011,MX
Gomez Palacio Municipality,Gómez Palacio,10007,MX
Gomez Plata,Gómez Plata,05310,CO
Gomila,Gomila,018010,SI
Gomila,Gomila,212006,SI
Gomila pri Kogu,Gomila pri Kogu,087010,SI
Gomilci,Gomilci,018011,SI
Gomilica,Gomilica,132001,SI
Gomilsko,Gomilsko,151004,SI
Gomishan,گميشان,2721,IR
Gomoa Central District,Gomoa Central,0222,GH
Gomoa East District,Gomoa East,0208,GH
Gomoa West District,Gomoa West,0206,GH
Gonabad,گناباد,1124,IR
Gonave Island,La Gonave,HTA20105,HT
Gonaïves,Gonaïves,HTA20501,HT
Gonbad-e-Kavus,گنبدكاووس,2412,IR
Gonda district,Gonda,147,IN
Gondia district,Gondia,476,IN
Gondola District,Gondola,06003,MZ
Gondomar,Gondomar,1304,PT
Gongdue Gewog,Gongdue,1706,BT
Gongju-si,공주시,44150,KR
Gongogi,Gongogi,2911501,BR
Gonguembo,Ngonguembo,06007,AO
Gonjače,Gonjače,007015,SI
Gonohe-machi,五戸町,024422,JP
Gontougo,Gontougo,13,CI
Gonzaga,Gonzaga,3127503,BR
Gonzales County,Gonzales,48177,US
Gonzalez,González,20310,CO
Gonzalez Municipality,González,28012,MX
Gonzalo Pizarro Canton,Gonzalo Pizarro,2102,EC
Gonzanama Canton,Gonzanamá,1107,EC
Gonçalves,Gonçalves,3127404,BR
Gonçalves Dias,Gonçalves Dias,2104404,BR
Goochland County,Goochland,51075,US
Good Hope-Hydronie,Good Hope-Hydronie,0311,GY
Good Hope-Pomona,Good Hope-Pomona,0201,GY
Good Success-Caledonia,Good Success-Caledonia,0414,GY
Goodhue County,Goodhue,27049,US
Gooding County,Gooding,16047,US
Gooise Meren,Gooise Meren,1942,NL
Goomalling,Goomalling,53710,AU
Goondiwindi,Goondiwindi,33610,AU
Gopalganj,গোপালগঞ্জ,35,BD
Gopalganj District,Gopalganj,197,IN
Gor'kovskiy municipal'nyy rayon,Горьковский муниципальный район,52209,RU
Gora,Гора,90336,RS
Gora,Gora,013015,SI
Gora,Gora,054050,SI
Gora County,powiat górowski,0204,PL
Gora pri Komendi,Gora pri Komendi,164003,SI
Gora pri Pečah,Gora pri Pečah,077008,SI
Gorakhpur district,Gorakhpur,148,IN
Gorban,Gorban,097189,RO
Gorbănești,Gorbănești,037459,RO
Gorca,Gorca,172002,SI
Gordeevskiy municipal'nyy rayon,Гордеевский муниципальный район,15211,RU
"Gordineşti, Edineţ",Gordinești,4125000,MD
"Gordineşti, Rezina",Gordinești,6716000,MD
Gordon County,Gordon,13129,US
Gore,Gore,034006,SI
Gore,Gore,036005,SI
Gore District,Gore District,074,NZ
Gorele,Görele,281361,TR
Goreljce,Goreljce,099005,SI
Goreljek,Goreljek,004005,SI
Gorenja Brezovica,Gorenja Brezovica,008003,SI
Gorenja Brezovica,Gorenja Brezovica,119016,SI
Gorenja Dobrava,Gorenja Dobrava,027017,SI
Gorenja Dobrava,Gorenja Dobrava,130054,SI
Gorenja Gomila,Gorenja Gomila,119017,SI
Gorenja Kanomlja,Gorenja Kanomlja,036006,SI
Gorenja Lepa Vas,Gorenja Lepa vas,054051,SI
Gorenja Nemška Vas,Gorenja Nemška vas,130055,SI
Gorenja Pirošica,Gorenja Pirošica,009041,SI
Gorenja Podgora,Gorenja Podgora,017038,SI
Gorenja Ravan,Gorenja Ravan,027018,SI
Gorenja Stara Vas,Gorenja Stara vas,119018,SI
Gorenja Trebuša,Gorenja Trebuša,128012,SI
Gorenja Vas,Gorenja vas,027019,SI
Gorenja Vas,Gorenja vas,039025,SI
Gorenja Vas,Gorenja vas,130056,SI
Gorenja Vas,Gorenja vas,142015,SI
Gorenja Vas pri Leskovcu,Gorenja vas pri Leskovcu,054052,SI
Gorenja Vas pri Mirni,Gorenja vas pri Mirni,212007,SI
Gorenja Vas pri Mokronogu,Gorenja vas pri Mokronogu,199015,SI
Gorenja Vas pri Polici,Gorenja vas pri Polici,032014,SI
Gorenja Vas pri Čatežu,Gorenja vas pri Čatežu,130057,SI
Gorenja Vas pri Šmarjeti,Gorenja vas pri Šmarjeti,206008,SI
Gorenja Vas–Reteče,Gorenja vas - Reteče,122018,SI
Gorenja vas,Gorenja vas,044007,SI
Gorenja Žaga,Gorenja Žaga,165013,SI
Gorenja Žetina,Gorenja Žetina,027020,SI
Gorenjci pri Adlešičih,Gorenjci pri Adlešičih,017039,SI
Gorenje,Gorenje,048025,SI
Gorenje,Gorenje,068010,SI
Gorenje,Gorenje,094005,SI
Gorenje,Gorenje,125002,SI
Gorenje Blato,Gorenje Blato,123004,SI
Gorenje Brdo,Gorenje Brdo,027021,SI
Gorenje Brezovo,Gorenje Brezovo,039026,SI
Gorenje Dole,Gorenje Dole,054053,SI
Gorenje Dole,Gorenje Dole,121010,SI
Gorenje Gradišče,Gorenje Gradišče,157010,SI
Gorenje Gradišče pri Šentj.,Gorenje Gradišče pri Šentj.,119019,SI
Gorenje Grčevje,Gorenje Grčevje,085056,SI
Gorenje Jelenje,Gorenje Jelenje,060024,SI
Gorenje Jesenice,Gorenje Jesenice,211005,SI
Gorenje Jezero,Gorenje Jezero,013016,SI
Gorenje Kališče,Gorenje Kališče,134016,SI
Gorenje Kamence,Gorenje Kamence,085057,SI
Gorenje Kamenje,Gorenje Kamenje,085058,SI
Gorenje Kamenje pri Dobrniču,Gorenje Kamenje pri Dobrniču,130061,SI
Gorenje Karteljevo,Gorenje Karteljevo,085059,SI
Gorenje Kronovo,Gorenje Kronovo,085060,SI
Gorenje Laknice,Gorenje Laknice,199016,SI
Gorenje Lakovnice,Gorenje Lakovnice,085061,SI
Gorenje Medvedje Selo,Gorenje Medvedje selo,130063,SI
Gorenje Mokro Polje,Gorenje Mokro Polje,119020,SI
Gorenje Mraševo,Gorenje Mraševo,085062,SI
Gorenje Nekovo,Gorenje Nekovo,044033,SI
Gorenje Otave,Gorenje Otave,013017,SI
Gorenje Podpoljane,Gorenje Podpoljane,104020,SI
Gorenje Polje,Gorenje Polje,044034,SI
Gorenje Polje,Gorenje Polje,157011,SI
Gorenje Ponikve,Gorenje Ponikve,130064,SI
Gorenje Radulje,Gorenje Radulje,121011,SI
Gorenje Selce,Gorenje Selce,130065,SI
Gorenje Skopice,Gorenje Skopice,009042,SI
Gorenje Sušice,Gorenje Sušice,157012,SI
Gorenje Vrhpolje,Gorenje Vrhpolje,119021,SI
Gorenje Zabukovje,Gorenje Zabukovje,199017,SI
Gorenje pri Divači,Gorenje pri Divači,111012,SI
Gorenje pri Zrečah,Gorenje pri Zrečah,144006,SI
Gorenji Globodol,Gorenji Globodol,170008,SI
Gorenji Lazi,Gorenji Lazi,104021,SI
Gorenji Leskovec,Gorenji Leskovec,054054,SI
Gorenji Log,Gorenji Log,128013,SI
Gorenji Maharovec,Gorenji Maharovec,119022,SI
Gorenji Mokronog,Gorenji Mokronog,199018,SI
Gorenji Novaki,Gorenji Novaki,014006,SI
Gorenji Podboršt,Gorenji Podboršt,170009,SI
Gorenji Podboršt pri V. Loki,Gorenji Podboršt pri V. Loki,130068,SI
Gorenji Podšumberk,Gorenji Podšumberk,130069,SI
Gorenji Potok,Gorenji Potok,165014,SI
Gorenji Radenci,Gorenji Radenci,017040,SI
Gorenji Suhadol,Gorenji Suhadol,085067,SI
Gorenji Vrh pri Dobrniču,Gorenji Vrh pri Dobrniču,130070,SI
Gorenji Vrsnik,Gorenji Vrsnik,036007,SI
